dataset_index,depth_range,valid_pixels,mae_m,mae_cm,absrel_pct,delta1_pct,fps,peak_vram_gb,input_resolution,processed_resolution
24,0-6m,307200,0.1900678602051145,19.006786020511452,9.581481489855586,99.94498697916666,0.29116359541999226,3.3480396270751953,640x480,1344x1008
24,0-10m,307200,0.1900678602051145,19.006786020511452,9.581481489855586,99.94498697916666,0.29116359541999226,3.3480396270751953,640x480,1344x1008
25,0-3m,73406,0.20124943175894122,20.12494317589412,11.958483549270754,92.28128490859058,0.29192519440346837,3.3480396270751953,640x480,1344x1008
25,0-6m,307200,0.2739734713391711,27.397347133917112,9.15570735580183,97.85872395833334,0.29192519440346837,3.3480396270751953,640x480,1344x1008
25,0-10m,307200,0.2739734713391711,27.397347133917112,9.15570735580183,97.85872395833334,0.29192519440346837,3.3480396270751953,640x480,1344x1008
26,0-3m,58550,0.13328610516938258,13.328610516938259,6.7879924040589925,95.45175064047822,0.2930405334826395,3.3480396270751953,640x480,1344x1008
26,0-6m,307200,0.16395870500903886,16.395870500903886,5.174376225564279,98.34993489583333,0.2930405334826395,3.3480396270751953,640x480,1344x1008
26,0-10m,307200,0.16395870500903886,16.395870500903886,5.174376225564279,98.34993489583333,0.2930405334826395,3.3480396270751953,640x480,1344x1008
27,0-3m,58242,0.15831780872077741,15.831780872077742,6.307806184538042,94.17087325297895,0.29309408492966804,3.3480396270751953,640x480,1344x1008
27,0-6m,307200,0.36412230134825224,36.41223013482522,8.970658071209932,97.0068359375,0.29309408492966804,3.3480396270751953,640x480,1344x1008
27,0-10m,307200,0.36412230134825224,36.41223013482522,8.970658071209932,97.0068359375,0.29309408492966804,3.3480396270751953,640x480,1344x1008
28,0-3m,130244,0.17370510502850217,17.370510502850216,8.5469274877954,92.46184085255366,0.2926211566441537,3.3480396270751953,640x480,1344x1008
28,0-6m,288863,0.41093392211687857,41.093392211687856,12.846978908745252,87.7228997829421,0.2926211566441537,3.3480396270751953,640x480,1344x1008
28,0-10m,307200,0.643707044487043,64.3707044487043,15.380741938007958,82.48665364583333,0.2926211566441537,3.3480396270751953,640x480,1344x1008
